codeAssociationSortNumber|level|codeAcronym|codeOfficialTitle|codeMediumTitle|codeShortTitle|codeOfficialTitleEn|codeMediumTitleEn|codeShortTitleEn|codeNote|codeNoteEn|codeIncludes|codeIncludesAlso|codeExcludes|codeInfo|codeAdditionalInfo|codeInfoEn|codeUnitOfMeasure|parentCode|codeValidFrom|codeValidTo|codeDateCreated|codeDateModified
"803"|"5"|"SK0233500402"|"Klasov"|"Klasov"|"Klasov"|"Klasov"|"Klasov"|"Klasov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"804"|"5"|"SK0233500411"|"Kolíňany"|"Kolíňany"|"Kolíňany"|"Kolíňany"|"Kolíňany"|"Kolíňany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"805"|"5"|"SK0233500453"|"Lehota"|"Lehota"|"Lehota"|"Lehota"|"Lehota"|"Lehota"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"806"|"5"|"SK0233500470"|"Lúčnica nad Žitavou"|"Lúčnica nad Žitavou"|"Lúčnica nad Žitavou"|"Lúčnica nad Žitavou"|"Lúčnica nad Žitavou"|"Lúčnica nad Žitavou"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"807"|"5"|"SK0233581097"|"Ľudovítová"|"Ľudovítová"|"Ľudovítová"|"Ľudovítová"|"Ľudovítová"|"Ľudovítová"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"808"|"5"|"SK0233500488"|"Lukáčovce"|"Lukáčovce"|"Lukáčovce"|"Lukáčovce"|"Lukáčovce"|"Lukáčovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"809"|"5"|"SK0233580899"|"Lužianky"|"Lužianky"|"Lužianky"|"Lužianky"|"Lužianky"|"Lužianky"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"810"|"5"|"SK0233556785"|"Malé Chyndice"|"Malé Chyndice"|"Malé Chyndice"|"Malé Chyndice"|"Malé Chyndice"|"Malé Chyndice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"811"|"5"|"SK0233500534"|"Malé Zálužie"|"Malé Zálužie"|"Malé Zálužie"|"Malé Zálužie"|"Malé Zálužie"|"Malé Zálužie"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"812"|"5"|"SK0233555908"|"Malý Cetín"|"Malý Cetín"|"Malý Cetín"|"Malý Cetín"|"Malý Cetín"|"Malý Cetín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"813"|"5"|"SK0233555851"|"Malý Lapáš"|"Malý Lapáš"|"Malý Lapáš"|"Malý Lapáš"|"Malý Lapáš"|"Malý Lapáš"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"814"|"5"|"SK0233500569"|"Melek"|"Melek"|"Melek"|"Melek"|"Melek"|"Melek"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"815"|"5"|"SK0233500577"|"Mojmírovce"|"Mojmírovce"|"Mojmírovce"|"Mojmírovce"|"Mojmírovce"|"Mojmírovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"816"|"5"|"SK0233500011"|"Nitra"|"Nitra"|"Nitra"|"Nitra"|"Nitra"|"Nitra"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"817"|"5"|"SK0233556696"|"Nitrianske Hrnčiarovce"|"Nitrianske Hrnčiarovce"|"Nitrianske Hrnčiarovce"|"Nitrianske Hrnčiarovce"|"Nitrianske Hrnčiarovce"|"Nitrianske Hrnčiarovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"818"|"5"|"SK0233500631"|"Nová Ves nad Žitavou"|"Nová Ves nad Žitavou"|"Nová Ves nad Žitavou"|"Nová Ves nad Žitavou"|"Nová Ves nad Žitavou"|"Nová Ves nad Žitavou"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"819"|"5"|"SK0233500640"|"Nové Sady"|"Nové Sady"|"Nové Sady"|"Nové Sady"|"Nové Sady"|"Nové Sady"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"820"|"5"|"SK0233500666"|"Paňa"|"Paňa"|"Paňa"|"Paňa"|"Paňa"|"Paňa"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"821"|"5"|"SK0233500674"|"Podhorany"|"Podhorany"|"Podhorany"|"Podhorany"|"Podhorany"|"Podhorany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"822"|"5"|"SK0233500682"|"Pohranice"|"Pohranice"|"Pohranice"|"Pohranice"|"Pohranice"|"Pohranice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"823"|"5"|"SK0233500691"|"Poľný Kesov"|"Poľný Kesov"|"Poľný Kesov"|"Poľný Kesov"|"Poľný Kesov"|"Poľný Kesov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"824"|"5"|"SK0233500704"|"Rišňovce"|"Rišňovce"|"Rišňovce"|"Rišňovce"|"Rišňovce"|"Rišňovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"825"|"5"|"SK0233500712"|"Rumanová"|"Rumanová"|"Rumanová"|"Rumanová"|"Rumanová"|"Rumanová"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"826"|"5"|"SK0233555991"|"Svätoplukovo"|"Svätoplukovo"|"Svätoplukovo"|"Svätoplukovo"|"Svätoplukovo"|"Svätoplukovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"827"|"5"|"SK0233581691"|"Štefanovičová"|"Štefanovičová"|"Štefanovičová"|"Štefanovičová"|"Štefanovičová"|"Štefanovičová"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"828"|"5"|"SK0233582719"|"Štitáre"|"Štitáre"|"Štitáre"|"Štitáre"|"Štitáre"|"Štitáre"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"829"|"5"|"SK0233500780"|"Šurianky"|"Šurianky"|"Šurianky"|"Šurianky"|"Šurianky"|"Šurianky"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"830"|"5"|"SK0233500798"|"Tajná"|"Tajná"|"Tajná"|"Tajná"|"Tajná"|"Tajná"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"831"|"5"|"SK0233555967"|"Telince"|"Telince"|"Telince"|"Telince"|"Telince"|"Telince"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"832"|"5"|"SK0233500844"|"Veľká Dolina"|"Veľká Dolina"|"Veľká Dolina"|"Veľká Dolina"|"Veľká Dolina"|"Veľká Dolina"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"833"|"5"|"SK0233500518"|"Veľké Chyndice"|"Veľké Chyndice"|"Veľké Chyndice"|"Veľké Chyndice"|"Veľké Chyndice"|"Veľké Chyndice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"834"|"5"|"SK0233500887"|"Veľké Zálužie"|"Veľké Zálužie"|"Veľké Zálužie"|"Veľké Zálužie"|"Veľké Zálužie"|"Veľké Zálužie"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"835"|"5"|"SK0233500895"|"Veľký Cetín"|"Veľký Cetín"|"Veľký Cetín"|"Veľký Cetín"|"Veľký Cetín"|"Veľký Cetín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"836"|"5"|"SK0233555860"|"Veľký Lapáš"|"Veľký Lapáš"|"Veľký Lapáš"|"Veľký Lapáš"|"Veľký Lapáš"|"Veľký Lapáš"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"837"|"5"|"SK0233500917"|"Vinodol"|"Vinodol"|"Vinodol"|"Vinodol"|"Vinodol"|"Vinodol"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"838"|"5"|"SK0233500933"|"Vráble"|"Vráble"|"Vráble"|"Vráble"|"Vráble"|"Vráble"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"839"|"5"|"SK0233500941"|"Výčapy-Opatovce"|"Výčapy-Opatovce"|"Výčapy-Opatovce"|"Výčapy-Opatovce"|"Výčapy-Opatovce"|"Výčapy-Opatovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"840"|"5"|"SK0233500950"|"Zbehy"|"Zbehy"|"Zbehy"|"Zbehy"|"Zbehy"|"Zbehy"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"841"|"5"|"SK0233500992"|"Žirany"|"Žirany"|"Žirany"|"Žirany"|"Žirany"|"Žirany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"842"|"5"|"SK0233501018"|"Žitavce"|"Žitavce"|"Žitavce"|"Žitavce"|"Žitavce"|"Žitavce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0233"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"843"|"4"|"SK0234"|"Okres Nové Zámky"|"Nové Zámky"|"Nové Zámky"|"District of Nové Zámky"|"Nové Zámky"|"Nové Zámky"|"lokálna štatistická územná jednotka okres"|""|""|""|""|""|""|""|""|"SK023"|"01.08.2004"|""|"16.10.2006"|"25.09.2007"
"844"|"5"|"SK0234503029"|"Andovce"|"Andovce"|"Andovce"|"Andovce"|"Andovce"|"Andovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"845"|"5"|"SK0234503037"|"Bajtava"|"Bajtava"|"Bajtava"|"Bajtava"|"Bajtava"|"Bajtava"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"846"|"5"|"SK0234503045"|"Bánov"|"Bánov"|"Bánov"|"Bánov"|"Bánov"|"Bánov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"847"|"5"|"SK0234503053"|"Bardoňovo"|"Bardoňovo"|"Bardoňovo"|"Bardoňovo"|"Bardoňovo"|"Bardoňovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"848"|"5"|"SK0234503061"|"Belá"|"Belá"|"Belá"|"Belá"|"Belá"|"Belá"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"849"|"5"|"SK0234503070"|"Bešeňov"|"Bešeňov"|"Bešeňov"|"Bešeňov"|"Bešeňov"|"Bešeňov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"850"|"5"|"SK0234503088"|"Bíňa"|"Bíňa"|"Bíňa"|"Bíňa"|"Bíňa"|"Bíňa"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"851"|"5"|"SK0234503096"|"Branovo"|"Branovo"|"Branovo"|"Branovo"|"Branovo"|"Branovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"852"|"5"|"SK0234503100"|"Bruty"|"Bruty"|"Bruty"|"Bruty"|"Bruty"|"Bruty"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"853"|"5"|"SK0234503126"|"Černík"|"Černík"|"Černík"|"Černík"|"Černík"|"Černík"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"854"|"5"|"SK0234503118"|"Čechy"|"Čechy"|"Čechy"|"Čechy"|"Čechy"|"Čechy"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"855"|"5"|"SK0234503134"|"Dedinka"|"Dedinka"|"Dedinka"|"Dedinka"|"Dedinka"|"Dedinka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"856"|"5"|"SK0234503151"|"Dolný Ohaj"|"Dolný Ohaj"|"Dolný Ohaj"|"Dolný Ohaj"|"Dolný Ohaj"|"Dolný Ohaj"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"857"|"5"|"SK0234503169"|"Dubník"|"Dubník"|"Dubník"|"Dubník"|"Dubník"|"Dubník"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"858"|"5"|"SK0234503177"|"Dvory nad Žitavou"|"Dvory nad Žitavou"|"Dvory nad Žitavou"|"Dvory nad Žitavou"|"Dvory nad Žitavou"|"Dvory nad Žitavou"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"859"|"5"|"SK0234503185"|"Gbelce"|"Gbelce"|"Gbelce"|"Gbelce"|"Gbelce"|"Gbelce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"860"|"5"|"SK0234503193"|"Hul"|"Hul"|"Hul"|"Hul"|"Hul"|"Hul"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"861"|"5"|"SK0234503215"|"Jasová"|"Jasová"|"Jasová"|"Jasová"|"Jasová"|"Jasová"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"862"|"5"|"SK0234503223"|"Jatov"|"Jatov"|"Jatov"|"Jatov"|"Jatov"|"Jatov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"863"|"5"|"SK0234503231"|"Kamenica nad Hronom"|"Kamenica nad Hronom"|"Kamenica nad Hronom"|"Kamenica nad Hronom"|"Kamenica nad Hronom"|"Kamenica nad Hronom"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"864"|"5"|"SK0234503240"|"Kamenín"|"Kamenín"|"Kamenín"|"Kamenín"|"Kamenín"|"Kamenín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"865"|"5"|"SK0234503258"|"Kamenný Most"|"Kamenný Most"|"Kamenný Most"|"Kamenný Most"|"Kamenný Most"|"Kamenný Most"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"866"|"5"|"SK0234503266"|"Kmeťovo"|"Kmeťovo"|"Kmeťovo"|"Kmeťovo"|"Kmeťovo"|"Kmeťovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"867"|"5"|"SK0234503274"|"Kolta"|"Kolta"|"Kolta"|"Kolta"|"Kolta"|"Kolta"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"868"|"5"|"SK0234503282"|"Komjatice"|"Komjatice"|"Komjatice"|"Komjatice"|"Komjatice"|"Komjatice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"869"|"5"|"SK0234503291"|"Komoča"|"Komoča"|"Komoča"|"Komoča"|"Komoča"|"Komoča"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"870"|"5"|"SK0234503312"|"Leľa"|"Leľa"|"Leľa"|"Leľa"|"Leľa"|"Leľa"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"871"|"5"|"SK0234503321"|"Lipová"|"Lipová"|"Lipová"|"Lipová"|"Lipová"|"Lipová"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"872"|"5"|"SK0234503339"|"Ľubá"|"Ľubá"|"Ľubá"|"Ľubá"|"Ľubá"|"Ľubá"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"873"|"5"|"SK0234503347"|"Malá nad Hronom"|"Malá nad Hronom"|"Malá nad Hronom"|"Malá nad Hronom"|"Malá nad Hronom"|"Malá nad Hronom"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"874"|"5"|"SK0234503355"|"Malé Kosihy"|"Malé Kosihy"|"Malé Kosihy"|"Malé Kosihy"|"Malé Kosihy"|"Malé Kosihy"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"875"|"5"|"SK0234503363"|"Maňa"|"Maňa"|"Maňa"|"Maňa"|"Maňa"|"Maňa"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"876"|"5"|"SK0234503371"|"Michal nad Žitavou"|"Michal nad Žitavou"|"Michal nad Žitavou"|"Michal nad Žitavou"|"Michal nad Žitavou"|"Michal nad Žitavou"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"877"|"5"|"SK0234503398"|"Mojzesovo"|"Mojzesovo"|"Mojzesovo"|"Mojzesovo"|"Mojzesovo"|"Mojzesovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"878"|"5"|"SK0234503401"|"Mužla"|"Mužla"|"Mužla"|"Mužla"|"Mužla"|"Mužla"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"879"|"5"|"SK0234556092"|"Nána"|"Nána"|"Nána"|"Nána"|"Nána"|"Nána"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"880"|"5"|"SK0234503436"|"Nová Vieska"|"Nová Vieska"|"Nová Vieska"|"Nová Vieska"|"Nová Vieska"|"Nová Vieska"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"881"|"5"|"SK0234503011"|"Nové Zámky"|"Nové Zámky"|"Nové Zámky"|"Nové Zámky"|"Nové Zámky"|"Nové Zámky"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"882"|"5"|"SK0234582361"|"Obid"|"Obid"|"Obid"|"Obid"|"Obid"|"Obid"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"883"|"5"|"SK0234503452"|"Palárikovo"|"Palárikovo"|"Palárikovo"|"Palárikovo"|"Palárikovo"|"Palárikovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"884"|"5"|"SK0234556033"|"Pavlová"|"Pavlová"|"Pavlová"|"Pavlová"|"Pavlová"|"Pavlová"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"885"|"5"|"SK0234503479"|"Podhájska"|"Podhájska"|"Podhájska"|"Podhájska"|"Podhájska"|"Podhájska"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"886"|"5"|"SK0234503487"|"Pozba"|"Pozba"|"Pozba"|"Pozba"|"Pozba"|"Pozba"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"887"|"5"|"SK0234503495"|"Radava"|"Radava"|"Radava"|"Radava"|"Radava"|"Radava"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"888"|"5"|"SK0234503509"|"Rastislavice"|"Rastislavice"|"Rastislavice"|"Rastislavice"|"Rastislavice"|"Rastislavice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"889"|"5"|"SK0234503517"|"Rúbaň"|"Rúbaň"|"Rúbaň"|"Rúbaň"|"Rúbaň"|"Rúbaň"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"890"|"5"|"SK0234503525"|"Salka"|"Salka"|"Salka"|"Salka"|"Salka"|"Salka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"891"|"5"|"SK0234503533"|"Semerovo"|"Semerovo"|"Semerovo"|"Semerovo"|"Semerovo"|"Semerovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"892"|"5"|"SK0234503541"|"Sikenička"|"Sikenička"|"Sikenička"|"Sikenička"|"Sikenička"|"Sikenička"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"893"|"5"|"SK0234503550"|"Strekov"|"Strekov"|"Strekov"|"Strekov"|"Strekov"|"Strekov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"894"|"5"|"SK0234503568"|"Svodín"|"Svodín"|"Svodín"|"Svodín"|"Svodín"|"Svodín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"895"|"5"|"SK0234503576"|"Šarkan"|"Šarkan"|"Šarkan"|"Šarkan"|"Šarkan"|"Šarkan"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"896"|"5"|"SK0234503584"|"Štúrovo"|"Štúrovo"|"Štúrovo"|"Štúrovo"|"Štúrovo"|"Štúrovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"897"|"5"|"SK0234503592"|"Šurany"|"Šurany"|"Šurany"|"Šurany"|"Šurany"|"Šurany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"898"|"5"|"SK0234503207"|"Chľaba"|"Chľaba"|"Chľaba"|"Chľaba"|"Chľaba"|"Chľaba"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"899"|"5"|"SK0234503606"|"Trávnica"|"Trávnica"|"Trávnica"|"Trávnica"|"Trávnica"|"Trávnica"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0234"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
